ra,dec,Name,HD,Vmag,bv
232.945833,+40.899444, 53Nu 2Boo,138629, 5.02, 0.07
233.655417,-28.046944, 36    Lib,138688, 5.15, 1.30
233.785417,-41.166944,   Gam Lup,138690, 2.78,-0.20
233.544583,-10.064444, 37    Lib,138716, 4.62, 1.01
233.232500,+31.359167,  4The CrB,138749, 4.14,-0.13
233.586667, -5.695000,          ,138763, 6.51, 0.58
233.610833, -9.183333,          ,138764, 5.17,-0.09
233.971667,-44.958611,          ,138769, 4.54,-0.18
235.088333,-73.446667,   Kap2Aps,138800, 5.65,-0.04
233.470000,+17.137778,          ,138803, 6.45,
234.050417,-44.396944,          ,138816, 5.43, 1.50
232.732083,+64.208611,          ,138852, 5.79, 0.96
235.477500,-76.081944,          ,138867, 5.95,-0.04
233.881667,-14.789444, 38Gam Lib,138905, 3.91, 1.01
233.700417,+10.537500, 13Del Ser,138917, 3.80, 0.26
233.700417,+10.539167, 13Del Ser,138918, 3.80, 0.26
234.047500,-33.092778,          ,138923, 6.24,
233.769167, +1.668889,          ,138936, 6.56, 0.28
235.047917,-70.227778,          ,138965, 6.44, 0.08
233.672083,+26.714722,  5Alp CrB,139006, 2.23,-0.02
234.256250,-28.135000, 39Ups Lib,139063, 3.58, 1.38
233.888333,+17.655556, 15Tau3Ser,139074, 6.12, 0.94
233.972500,+11.265556,          ,139087, 6.07, 1.09
234.513333,-42.567500,   Ome Lup,139127, 4.33, 1.42
234.706250,-52.372778,          ,139129, 5.44, 0.00
234.140417, -0.561667, 14    Ser,139137, 6.51, 0.72
233.812500,+39.010000,  6Mu  CrB,139153, 5.11, 1.64
234.368750,-26.280000,          ,139160, 6.19, 0.01
234.123333,+10.010000, 16    Ser,139195, 5.26, 0.95
234.985417,-59.908333,          ,139211, 5.95, 0.48
234.122083,+16.118889, 18Tau5Ser,139225, 5.93, 0.29
234.636250,-39.160833,          ,139233, 6.57,-0.07
234.450417,-23.141667,          ,139254, 5.78, 1.10
234.676250,-39.128056,          ,139271, 6.04, 0.21
233.955417,+38.373889,          ,139284, 6.42,
234.565417,-28.206667,          ,139290, 6.32, 1.17
234.567917,-21.016111,          ,139329, 5.84, 1.08
233.817917,+53.921944,          ,139357, 5.97, 1.18
234.664167,-29.777778, 40Tau Lib,139365, 3.66,-0.17
234.222500,+29.991111,          ,139389, 6.52,
234.727083,-19.301944, 41    Lib,139446, 5.38, 0.86
234.666667, -8.794444,          ,139460, 6.50, 0.53
234.667083, -8.791111,          ,139461, 6.48, 0.52
234.017083,+52.069722,          ,139478, 6.74, 0.32
233.987917,+54.630556,          ,139493, 5.74,
234.838750,-23.150278,          ,139518, 6.34, 0.02
234.941667,-34.411944,  3Psi1Lup,139521, 4.67, 0.99
235.242917,-47.735556,          ,139599, 6.23, 1.63
235.064167,-31.213611,          ,139613, 6.34, 1.43
234.456667,+40.353333, 54Phi Boo,139641, 5.24, 0.88
235.070417,-23.818056, 42    Lib,139663, 4.96, 1.33
235.297083,-44.661111,          ,139664, 4.64, 0.40
232.853750,+77.349444, 15The UMi,139669, 4.96, 1.58
234.703750,+34.675000,          ,139761, 6.11, 1.02
234.383333,+54.508889,          ,139778, 5.87, 1.07
232.295833,+80.448611,          ,139777, 6.58, 0.67
234.567500,+46.797778,          ,139798, 5.75, 0.36
235.043333,+12.053056,          ,139862, 6.25, 0.94
235.655000,-49.489444,          ,139871, 6.04, 1.31
234.842500,+36.636667,  7Zet1CrB,139891, 6.00,
234.844583,+36.635833,  7Zet2CrB,139892, 5.07,-0.12
234.642917,+50.423333,          ,139906, 5.84, 0.83
235.979583,-60.287222,          ,139915, 6.48, 1.05
235.659583,-37.425000,          ,139980, 5.24, 0.98
235.486667,-19.678889, 43Kap Lib,139997, 4.74, 1.57
235.670833,-34.710556,  4Psi2Lup,140008, 4.75,-0.14
235.246667,+16.024722, 19Tau6Ser,140027, 6.01, 0.90
234.789583,+57.924444,          ,140117, 6.45, 1.09
235.387917,+19.670278, 21Iot Ser,140159, 4.52, 0.04
235.447500,+12.847500, 20Chi Ser,140160, 5.33, 0.04
234.412917,+69.283333,          ,140227, 5.62, 1.35
235.477917,+18.463889, 22Tau7Ser,140232, 5.81, 0.20
236.094167,-41.819444,          ,140285, 5.94, 0.00
235.853750,-15.043333,          ,140301, 6.31, 1.16
236.018333,-15.672778, 44Eta Lib,140417, 5.41, 0.23
235.685833,+26.295556,  8Gam CrB,140436, 3.84, 0.00
235.794167,+13.667778,          ,140438, 6.48, 0.86
236.973333,-65.442500,          ,140483, 6.18, 0.22
236.973750,-65.442500,          ,140484, 6.39, 0.24
236.007500, +2.515000, 23Psi Ser,140538, 5.88, 0.68
236.067083, +6.425556, 24Alp Ser,140573, 2.65, 1.17
235.997083,+32.515833,  9Pi  CrB,140716, 5.56, 1.06
236.553333,-28.061667,          ,140722, 6.51, 0.32
235.711250,+52.360833,          ,140728, 5.51,-0.07
236.175417,+17.264167, 26Tau8Ser,140729, 6.14, 0.00
236.347917, +5.446944,          ,140775, 5.58, 0.04
236.684167,-34.682500,          ,140784, 5.61,-0.11
236.415417, +0.891389,          ,140815, 6.33, 1.19
236.855833,-40.194167,          ,140861, 6.42, 0.88
236.523333, -1.804444, 25    Ser,140873, 5.40,-0.03
236.870833,-37.916389,          ,140901, 6.01, 0.72
237.209583,-52.438056,          ,140979, 6.07, 1.38
236.689167, -6.120278,          ,140986, 6.24, 1.17
236.547083,+15.421944, 28Bet Ser,141003, 3.67, 0.06
236.610833, +7.353056, 27Lam Ser,141004, 4.43, 0.60
237.528750,-53.209444,          ,141168, 5.77,-0.08
236.822083,+14.115278, 31Ups Ser,141187, 5.71, 0.09
237.489583,-48.911944,          ,141194, 5.84, 0.07
237.567917,-45.401667,          ,141296, 6.12, 0.29
237.778333,-55.055833,          ,141318, 5.73, 0.06
237.055417,+13.788611,          ,141353, 6.00, 1.25
237.236667, -3.818611,          ,141378, 5.53, 0.12
238.236250,-65.152500,          ,141413, 6.54, 0.19
237.008333,+31.735833,          ,141456, 6.44,
236.645000,+55.474722,          ,141472, 5.92, 1.39
237.185000,+18.141667, 35Kap Ser,141477, 4.09, 1.62
237.143333,+28.156667,          ,141527, 5.85, 0.77
237.405000, -3.430278, 32Mu  Ser,141513, 3.53,-0.04
237.881250,-47.060556,          ,141544, 6.01, 1.16
237.739583,-33.627222,  5Chi Lup,141556, 3.95,-0.04
238.345000,-62.606944,          ,141585, 6.19, 1.47
237.744583,-25.751389,  1    Sco,141637, 4.64,-0.05
236.666667,+62.599444,          ,141653, 5.19, 0.04
236.908333,+55.376667,          ,141675, 5.86, 0.25
237.572917, +2.196389, 34Ome Ser,141680, 5.23, 1.02
237.398750,+26.068333, 10Del CrB,141714, 4.63, 0.80
238.214583,-50.615278,          ,141724, 6.60, 1.53
238.873333,-68.603056,   Kap TrA,141767, 5.09, 1.13
237.704167, +4.477778, 37Eps Ser,141795, 3.71, 0.15
238.053333,-29.886667,          ,141832, 6.40, 0.98
237.673750,+15.133611,          ,141850, 5.20,
237.815000, -3.090556, 36    Ser,141851, 5.11, 0.12
237.910000,-14.133611,          ,141853, 6.19, 1.00
238.785417,-63.430556,   Bet TrA,141891, 2.85, 0.29
238.719167,-60.743333,          ,141913, 6.15, 0.10
237.816250,+20.977778, 38Rho Ser,141992, 4.76, 1.54
238.884583,-60.177778,          ,142049, 5.77, 0.35
237.807917,+35.657500, 11Kap CrB,142091, 4.82, 1.00
238.333750,-20.167222, 45Lam Lib,142096, 5.03,-0.01
236.014583,+77.794444, 16Zet UMi,142105, 4.32, 0.04
238.402917,-25.327222,  2    Sco,142114, 4.59,-0.07
239.025000,-60.482778,          ,142139, 5.76, 0.06
238.474167,-24.533056,          ,142165, 5.39,-0.02
238.482500,-23.978056,          ,142184, 5.42,-0.04
238.456250,-16.729444, 46The Lib,142198, 4.15, 1.02
238.234167,+17.403611,          ,142244, 6.36,
238.625000,-27.338611,          ,142250, 6.14,-0.07
238.300417,+13.196667, 39    Ser,142267, 6.10, 0.60
238.664583,-25.243611,  3    Sco,142301, 5.87,-0.06
238.395417,+16.075000,          ,142357, 6.09,
238.168750,+42.451667,  1Chi Her,142373, 4.62, 0.56
238.751250,-19.383056, 47    Lib,142378, 5.94,-0.01
238.876667,-31.083611,          ,142407, 6.21, 1.37
238.875417,-26.265833,  4    Sco,142445, 5.62, 0.15
239.027083,-39.864167,          ,142448, 6.03, 0.15
238.667917, +8.580278, 40    Ser,142500, 6.29, 0.18
239.742083,-65.037778,          ,142514, 5.75,-0.06
239.265833,-48.162222,          ,142529, 6.31, 0.38
238.069167,+55.826667,          ,142531, 5.81, 0.96
239.057917,-31.785833,          ,142542, 6.29, 0.43
238.644167,+20.310833,          ,142574, 5.44, 1.59
239.222917,-33.966389,   Xi 1Lup,142629, 5.12, 0.12
239.225833,-33.964167,   Xi 2Lup,142630, 5.62, 0.05
239.060000,-14.399444,          ,142640, 6.37, 0.48
239.221250,-29.214167,  5Rho Sco,142669, 3.88,-0.20
239.338750,-36.185000,          ,142691, 5.80, 1.01
239.139167,-14.829167,          ,142703, 6.13, 0.23
238.915833,+18.620556,          ,142763, 6.26,-0.11
238.657917,+43.138611,  2    Her,142780, 5.37, 1.65
239.113333,+15.661667, 41Gam Ser,142860, 3.85, 0.48
239.418333,-20.983056,          ,142883, 5.85, 0.02
239.627917,-37.503056,          ,142889, 6.31, 1.01
238.948333,+37.946944, 12Lam CrB,142908, 5.45, 0.33
239.975000,-54.021111,          ,142919, 6.10, 0.00
238.877500,+42.566111,  4    Her,142926, 5.75,-0.11
240.294583,-63.776667,          ,142941, 6.41, 0.78
239.310833,+14.414444,   Phi Ser,142980, 5.54, 1.14
239.547500,-14.279444, 48    Lib,142983, 4.88,-0.10
239.645000,-24.831389,          ,142990, 5.43,-0.09
239.876250,-41.744444,          ,143009, 4.99, 1.00
239.712917,-26.114167,  6Pi  Sco,143018, 2.89,-0.19
239.991667,-40.652778,          ,143084, 6.49, 1.52
240.276667,-54.577778,          ,143101, 6.13, 0.25
239.397083,+26.877778, 13Eps CrB,143107, 4.15, 1.23
240.030417,-38.396944,   Eta Lup,143118, 3.41,-0.22
238.957083,+58.911667,          ,143187, 6.31,-0.02
239.374583,+39.695278,          ,143209, 6.31, 1.07
240.718333,-62.541667,          ,143238, 6.25,-0.04
240.223750,-40.435278,          ,143248, 6.21, 0.01
240.083333,-22.621667,  7Del Sco,143275, 2.32,-0.12
240.081667,-16.533333, 49    Lib,143333, 5.47, 0.52
241.482500,-72.400833,          ,143346, 5.70, 1.17
240.331250,-31.889444,          ,143404, 6.33, 1.45
239.740417,+36.643889,          ,143435, 5.62, 1.49
239.875833,+25.920278,          ,143454, 2.00, 0.10
240.198333, -8.411389, 50    Lib,143459, 5.55, 0.05
239.447500,+54.749722,          ,143466, 4.95, 0.26
240.882917,-57.775278,   Iot1Nor,143474, 4.63, 0.24
240.803750,-49.229722,   Eta Nor,143546, 4.65, 0.92
240.212917, +4.427500,          ,143553, 5.83, 1.00
239.768333,+49.881111,          ,143584, 6.05, 0.29
240.664167,-29.135833,          ,143619, 6.03, 1.31
240.309583,+17.818333,  5    Her,143666, 5.12, 0.99
240.850833,-38.602500,          ,143699, 4.89,-0.14
240.261250,+33.303611, 15Rho CrB,143761, 5.41, 0.60
240.835833,-25.865278,          ,143787, 5.00, 1.22
240.892917,-32.000556,          ,143790, 6.01, 0.47
240.360833,+29.851111, 14Iot CrB,143807, 4.99,-0.07
240.573750,+22.804444, 44Pi  Ser,143894, 4.83, 0.07
240.977917,-24.726389,          ,143900, 6.21, 1.38
241.074167,-33.214444,          ,143902, 6.10, 0.34
241.152917,-37.863056,          ,143928, 5.90, 0.40
240.940417, +4.986667, 43    Ser,144046, 6.08, 0.96
241.092083,-11.373056,   Xi  Sco,144069, 5.07,
241.092083,-11.373056,   Xi  Sco,144070, 4.77, 0.47
241.850000,-56.191389,          ,144183, 6.16, 0.58
241.622500,-45.173333,   Del Nor,144197, 4.72, 0.23
240.522917,+52.915833,          ,144204, 5.93, 1.48
240.699583,+46.036667,  6Ups Her,144206, 4.76,-0.11
240.830833,+36.631667,          ,144208, 5.83, 0.56
241.359167,-19.805556,  8Bet1Sco,144217, 2.62,-0.07
241.360417,-19.801944,  8Bet2Sco,144218, 4.92,-0.02
240.472083,+58.565278, 13The Dra,144284, 4.01, 0.52
241.647917,-36.802222,   The Lup,144294, 4.23,-0.17
241.526250,-23.606389,          ,144334, 5.92,-0.08
241.435417, -6.291667,          ,144362, 6.53, 0.48
241.499167, -6.139444,          ,144390, 6.41, 1.03
241.818333,-36.755556,          ,144415, 5.73, 0.29
241.407500, +8.096111,          ,144426, 6.29, 0.08
241.701667,-20.669167,  9Ome1Sco,144470, 3.96,-0.04
242.327500,-57.934444,   Iot2Nor,144480, 5.57,-0.04
240.788750,+59.410833,          ,144542, 6.19, 1.58
241.764167,-14.070833,          ,144585, 6.32, 0.66
241.851250,-20.868611, 10Ome2Sco,144608, 4.32, 0.84
241.966250,-24.461944,          ,144661, 6.33,-0.06
242.143333,-39.093056,          ,144667, 6.65,-0.07
242.031667,-26.326667,          ,144690, 5.38, 1.65
241.901667,-12.745556, 11    Sco,144708, 5.78, 0.01
242.182083,-23.685556,          ,144844, 5.88, 0.02
241.906250, +9.891667, 45    Ser,144874, 5.63, 0.20
241.842500,+21.822500,          ,144889, 6.14, 1.37
242.382083,-32.649722,          ,144927, 6.19, 0.79
242.469167,-33.545833,          ,144987, 5.54,-0.10
242.018750,+17.046944,  7Kap Her,145001, 5.00, 0.95
242.020417,+17.054444,  7Kap Her,145000, 6.25, 1.14
242.116667, +8.534167, 47    Ser,145002, 5.73, 1.61
242.245417, +3.454444,          ,145085, 5.91, 1.47
242.480000,-18.340833,          ,145100, 6.47, 0.44
242.194167,+17.205833,  8    Her,145122, 6.14, 0.00
242.296667, +6.378889,          ,145148, 5.97, 1.00
242.823750,-41.119722,          ,145191, 5.86, 0.27
242.460417, -3.466944,          ,145206, 5.37, 1.45
242.758333,-29.416389,          ,145250, 5.13, 1.12
242.242917,+36.490833, 16Tau CrB,145328, 4.76, 1.01
243.344167,-55.540833,   Zet Nor,145361, 5.81, 0.34
245.086667,-78.695833,   Del1Aps,145366, 4.68, 1.69
245.111667,-78.667222,   Del2Aps,145388, 5.27, 1.41
243.320000,-53.671667,          ,145384, 5.83, 1.96
242.192500,+44.935000, 11Phi Her,145389, 4.26,-0.07
243.369583,-54.630556,   Kap Nor,145397, 4.94, 1.04
241.582083,+67.810278,          ,145454, 5.44,-0.02
242.994167,-19.449722, 14Nu  Sco,145501, 6.30, 0.13
242.998750,-19.460556, 14Nu  Sco,145502, 4.01, 0.04
243.075833,-27.926389, 13    Sco,145482, 4.59,-0.16
243.066250,-28.417500, 12    Sco,145483, 5.67, 0.01
243.859583,-63.685556,   Del TrA,145544, 3.85, 1.11
243.000000,-10.064167, 15Psi Sco,145570, 4.94, 0.09
242.873750, +9.712500,          ,145589, 6.53, 0.24
243.030417, -8.547500, 16    Sco,145607, 5.43, 0.12
240.880417,+76.793611,          ,145622, 5.56,
242.869583,+16.665556,          ,145647, 6.08, 0.02
242.262083,+57.937778,          ,145674, 6.33,
244.272917,-67.941389,          ,145689, 5.75, 0.15
242.358333,+55.828889,          ,145694, 6.49,
242.908333,+23.494722, 10    Her,145713, 5.70, 1.56
243.957083,-57.912222,          ,145782, 5.63, 0.14
243.235417, -4.220833,          ,145788, 6.25, 0.13
243.440417,-24.421944,          ,145792, 6.41, 0.04
242.915417,+33.342500,          ,145802, 6.29, 1.20
243.592917,-33.011389,          ,145838, 5.92, 1.02
243.813750,-47.372222,   The Nor,145842, 5.14,-0.13
242.950000,+36.425000,          ,145849, 5.63, 1.34
243.314167, +5.021111,  9    Her,145892, 5.48, 1.47
243.462083,-11.837500, 17Chi Sco,145897, 5.22, 1.42
243.850000,-42.899722,          ,145921, 6.14, 1.11
242.948333,+42.374444,          ,145931, 5.87, 1.45
243.620000,-21.107500,          ,145964, 6.41,-0.01
243.188750,+26.670833,          ,145976, 6.50, 0.39
243.662917,-18.535278,          ,145997, 6.32, 1.09
243.723333,-25.476944,          ,146001, 6.05, 0.04
244.179583,-53.811111,          ,146003, 5.44, 1.73
243.586250, -3.694444,  1Del Oph,146051, 2.74, 1.58
243.556250, +5.901944,          ,146084, 6.31, 1.15
244.253750,-50.068333,   Gam1Nor,146143, 4.99, 0.80
244.337083,-53.086667,          ,146145, 6.33, 0.27
243.905417, -8.369444, 18    Sco,146233, 5.50, 0.65
243.964583,-14.849167,          ,146254, 6.09, 0.06
244.716250,-57.899722,          ,146323, 6.49, 1.00
243.670000,+33.858611, 17Sig CrB,146361, 5.64, 0.51
243.670000,+33.858333, 17Sig CrB,146362, 6.66,
243.869583,+18.808333, 16    Her,146388, 5.69, 1.12
244.245000,-21.303889,          ,146416, 6.61, 0.02
244.230417, -3.953333,          ,146514, 6.18, 0.31
243.947500,+27.422222,          ,146537, 6.14, 1.31
243.104583,+67.144167,          ,146603, 6.21, 0.99
244.574583,-28.613889,          ,146624, 4.78, 0.02
244.823750,-42.673889,   Lam Nor,146667, 5.45, 0.10
244.960000,-50.155556,   Gam2Nor,146686, 4.02, 1.08
245.105000,-55.140000,          ,146690, 5.77, 0.97
246.708750, +2.347500,          ,148287, 6.07, 0.92
244.186667,+29.150278, 18Ups CrB,146738, 5.78, 0.07
244.580417, -4.692500,  2Eps Oph,146791, 3.24, 0.96
244.782083,-20.217778,          ,146834, 6.29, 1.08
244.886250,-30.906667,          ,146836, 5.49, 0.47
244.751667,-14.872500,          ,146850, 5.94, 1.52
242.706250,+75.877500, 19    UMi,146926, 5.48,-0.11
245.135833,-39.430833,          ,146954, 6.12,-0.07
245.159167,-24.169444, 19Omi Sco,147084, 4.55, 0.84
243.134167,+75.210556, 20    UMi,147142, 6.39,
245.616667,-49.572222,          ,147152, 5.33,-0.04
245.297083,-25.592778, 20Sig Sco,147165, 2.89, 0.13
245.620417,-43.912222,          ,147225, 5.88, 1.16
244.313750,+59.755000,          ,147232, 5.40, 1.63
245.017917,+21.132500,          ,147266, 6.05, 0.94
243.639583,+73.395000,          ,147321, 5.98, 0.08
246.341667,-63.124722,          ,147349, 6.15, 0.03
244.796667,+49.038056,          ,147352, 5.91, 1.37
244.979583,+39.708611,          ,147365, 5.46, 0.40
244.935000,+46.313333, 22Tau Her,147394, 3.89,-0.15
245.518333, +1.029167, 50Sig Ser,147449, 4.82, 0.34
246.005417,-39.193056,          ,147513, 5.40, 0.62
245.480000,+19.153056, 20Gam Her,147547, 3.75, 0.27
245.662083, -2.079722,          ,147550, 6.23, 0.07
245.986250,-33.199444,          ,147553, 6.47, 0.01
247.117083,-70.084444,   Zet TrA,147584, 4.91, 0.55
246.225833,-45.349167,          ,147614, 6.33, 0.19
246.132083,-37.565833,          ,147628, 5.42,-0.11
244.539167,+68.554444,          ,147662, 6.41,
248.362500,-78.897222,   Gam Aps,147675, 3.89, 0.91
245.524167,+30.891944, 19Xi  CrB,147677, 4.85, 0.97
246.025833,-20.037500,  4Psi Oph,147700, 4.50, 1.01
246.165000,-29.703333,          ,147722, 6.63, 0.59
246.165417,-29.704722,          ,147723, 5.84, 0.59
245.589167,+33.799167, 20Nu 1CrB,147749, 5.20, 1.60
245.621667,+33.703611, 21Nu 2CrB,147767, 5.39, 1.53
246.988750,-64.058056,   Iot TrA,147787, 5.27, 0.36
245.735417,+32.333056,          ,147835, 6.40, 0.08
246.045000, +6.948056, 21    Her,147869, 5.85,-0.01
246.396667,-23.447222,  5Rho Oph,147933, 5.02, 0.24
246.396250,-23.446111,  5Rho Oph,147934, 5.92,
247.063333,-58.599722,          ,147977, 5.69, 0.00
246.796250,-47.555000,   Eps Nor,147971, 4.47,-0.07
244.376250,+75.755278, 21Eta UMi,148048, 4.95, 0.37
246.354167,+14.033333, 24Ome Her,148112, 4.57, 0.00
246.755833,-18.456389,  7Chi Oph,148184, 4.42, 0.28
246.448750,+18.892500,          ,148206, 6.70,
247.437500,-57.755833,          ,148218, 6.06, 1.48
246.547917,+11.407500,          ,148228, 6.11, 1.03
247.061250,-37.179444,          ,148247, 5.79, 1.10
246.350833,+37.393889, 25    Her,148283, 5.54, 0.17
247.705833,-61.633611,          ,148291, 5.20, 1.23
245.452917,+69.109444,          ,148293, 5.25, 1.12
246.105417,+55.205000,          ,148330, 5.74, 0.00
246.931250, -7.598056,          ,148349, 5.23, 1.72
246.950417, -8.371667,  3Ups Oph,148367, 4.63, 0.17
245.945833,+61.696667,          ,148374, 5.67, 0.96
247.426250,-46.243333,          ,148379, 5.35, 0.56
245.997917,+61.514167, 14Eta Dra,148387, 2.74, 0.91
258.997083,-87.566389,          ,148451, 6.57, 0.91
247.351667,-26.431944, 21Alp Sco,148478, 0.96, 1.83
248.580417,-70.988056,          ,148488, 5.50, 1.22
247.141667, +0.665000,          ,148513, 5.39, 1.46
247.203750, -8.128889,          ,148515, 6.48, 0.40
251.473333,-83.238889,          ,148527, 6.57, 1.57
255.243750,-86.364444,          ,148542, 6.04, 0.05
247.445417,-14.550833,          ,148604, 5.68, 0.82
247.551667,-25.115000, 22    Sco,148605, 4.79,-0.11
247.923750,-41.816944,          ,148688, 5.33, 0.33
247.845417,-34.704444,          ,148703, 4.23,-0.16
247.624583, -7.515000,          ,148743, 6.50, 0.37
247.845000,-26.537778,          ,148760, 6.10, 1.08
247.160417,+41.881667, 30    Her,148783, 5.04, 1.52
247.784583,-16.612778,  8Phi Oph,148786, 4.28, 0.92
247.555000,+21.489722, 27Bet Her,148856, 2.77, 0.94
247.728333, +1.983889, 10Lam Oph,148857, 3.82, 0.01
247.180833,+51.407778,          ,148880, 6.29, 1.05
248.936667,-65.495278,   The TrA,148890, 5.52, 0.93
247.640000,+20.479167,          ,148897, 5.25, 1.29
248.034167,-21.466389,  9Ome Oph,148898, 4.45, 0.13
247.805833,+22.195278,          ,149009, 5.76, 1.61
248.520833,-44.045278,   Mu  Nor,149038, 4.94, 0.05
